,PASSENGERS,Passenger Miles,CARRIER_NAME-ORIGIN_CITY_NAME-DEST_CITY_NAME
935,190534,82310688,"Delta Air Lines Inc.-Dayton, OH-Atlanta, GA Total Total"
936,190316,327914778,"United Air Lines Inc.-San Diego, CA-Chicago, IL Total Total"
937,190250,68680250,"American Airlines Inc.-Baltimore, MD-Charlotte, NC Total Total"
938,190223,119460044,"United Air Lines Inc.-Denver, CO-Las Vegas, NV Total Total"
939,189687,193480740,"Southwest Airlines Co.-Phoenix, AZ-Houston, TX Total Total"
940,189667,117783207,"Southwest Airlines Co.-San Jose, CA-Phoenix, AZ Total Total"
941,189614,203266208,"Southwest Airlines Co.-Orlando, FL-Providence, RI Total Total"
942,189535,163189635,"Southwest Airlines Co.-Boston, MA-Chicago, IL Total Total"
943,189510,306248160,"American Airlines Inc.-Dallas/Fort Worth, TX-Portland, OR Total Total"
944,189370,254892020,"United Air Lines Inc.-Santa Ana, CA-Houston, TX Total Total"
945,189349,327195072,"Southwest Airlines Co.-San Diego, CA-Chicago, IL Total Total"
946,189271,224096801,"Southwest Airlines Co.-Washington, DC-Dallas, TX Total Total"
947,189258,28577958,"Delta Air Lines Inc.-Atlanta, GA-Huntsville, AL Total Total"
948,189101,103436557,"Southwest Airlines Co.-Atlanta, GA-Washington, DC Total Total"
949,188917,235390582,"Southwest Airlines Co.-Dallas, TX-Los Angeles, CA Total Total"
950,188751,181955757,"American Airlines Inc.-Miami, FL-Houston, TX Total Total"
951,188070,84443430,"US Airways Inc.-Philadelphia, PA-Charlotte, NC Total Total"
952,187995,314139645,"Delta Air Lines Inc.-Phoenix, AZ-Detroit, MI Total Total"
953,187634,42405284,"US Airways Inc.-Charlotte, NC-Atlanta, GA Total Total"
954,187564,222075608,"Southwest Airlines Co.-Dallas, TX-Washington, DC Total Total"
955,187358,158504868,"Southwest Airlines Co.-Santa Ana, CA-Denver, CO Total Total"
956,187328,250457536,"Compania Panamena (Copa)-Panama City, Panama-Orlando, FL Total Total"
957,187318,52449040,"US Airways Inc.-Philadelphia, PA-Boston, MA Total Total"
958,187258,430774249,"American Airlines Inc.-Los Angeles, CA-Washington, DC Total Total"
959,187093,28251043,"Delta Air Lines Inc.-Huntsville, AL-Atlanta, GA Total Total"
960,187086,76518174,"Delta Air Lines Inc.-Baltimore, MD-Detroit, MI Total Total"
961,186866,39947490,"American Airlines Inc.-New York, NY-Washington, DC Total Total"
962,186649,1269026551,"China Airlines Ltd.-Los Angeles, CA-Taipei, Taiwan Total Total"
963,186629,169645761,"Southwest Airlines Co.-Denver, CO-Sacramento, CA Total Total"
964,186354,232756146,"JetBlue Airways-Boston, MA-Fort Myers, FL Total Total"
965,186310,111599690,"US Airways Inc.-Chicago, IL-Charlotte, NC Total Total"
966,186304,190030080,"Southwest Airlines Co.-Houston, TX-Phoenix, AZ Total Total"
967,186175,184499425,"United Air Lines Inc.-Denver, CO-Portland, OR Total Total"
968,186066,179367624,"American Airlines Inc.-Houston, TX-Miami, FL Total Total"
969,185920,67117120,"American Airlines Inc.-Charlotte, NC-Baltimore, MD Total Total"
970,185825,199204400,"Southwest Airlines Co.-Providence, RI-Orlando, FL Total Total"
971,185676,169336512,"American Airlines Inc.-Houston, TX-Charlotte, NC Total Total"
972,185598,157572702,"Southwest Airlines Co.-Orlando, FL-Houston, TX Total Total"
973,185574,84065022,"Delta Air Lines Inc.-Detroit, MI-Philadelphia, PA Total Total"
974,185457,117116079,"US Airways Inc.-Fort Lauderdale, FL-Charlotte, NC Total Total"
975,185358,299538528,"American Airlines Inc.-Portland, OR-Dallas/Fort Worth, TX Total Total"
976,185148,168854976,"American Airlines Inc.-Charlotte, NC-Houston, TX Total Total"
977,184977,39541045,"American Airlines Inc.-Washington, DC-New York, NY Total Total"
978,184964,264683484,"American Airlines Inc.-Dallas/Fort Worth, TX-Sacramento, CA Total Total"
979,184855,321462845,"United Air Lines Inc.-Chicago, IL-Portland, OR Total Total"
980,184787,58250839,"United Air Lines Inc.-Chicago, IL-Cleveland, OH Total Total"
981,184715,83675895,"Delta Air Lines Inc.-Philadelphia, PA-Detroit, MI Total Total"
982,184508,1261665704,"Air China-Beijing, China-New York, NY Total Total"
983,184374,263839194,"American Airlines Inc.-Sacramento, CA-Dallas/Fort Worth, TX Total Total"
984,184303,51604840,"US Airways Inc.-Boston, MA-Philadelphia, PA Total Total"
985,184075,381955625,"American Airlines Inc.-Phoenix, AZ-Philadelphia, PA Total Total"
986,184021,209599919,"Southwest Airlines Co.-Kansas City, MO-Las Vegas, NV Total Total"
987,183525,219679425,"JetBlue Airways-Boston, MA-West Palm Beach/Palm Beach, FL Total Total"
988,183522,100386508,"Southwest Airlines Co.-Washington, DC-Atlanta, GA Total Total"
989,183511,79276752,"Delta Air Lines Inc.-Atlanta, GA-Dayton, OH Total Total"
990,183461,73751322,"Southwest Airlines Co.-Pittsburgh, PA-Chicago, IL Total Total"
991,183277,181627507,"Southwest Airlines Co.-Denver, CO-Portland, OR Total Total"
992,183030,723517590,"British Airways Plc-London, United Kingdom-Chicago, IL Total Total"
993,182858,139154938,"Delta Air Lines Inc.-Atlanta, GA-Oklahoma City, OK Total Total"
994,182758,40206760,"Southwest Airlines Co.-Baltimore, MD-Islip, NY Total Total"
995,182627,228101123,"JetBlue Airways-Fort Myers, FL-Boston, MA Total Total"
996,182623,218599731,"JetBlue Airways-West Palm Beach/Palm Beach, FL-Boston, MA Total Total"
997,182604,808022700,"American Airlines Inc.-Miami, FL-London, United Kingdom Total Total"
998,182520,169013520,"American Airlines Inc.-Dallas/Fort Worth, TX-Columbus, OH Total Total"
999,182490,243989130,"Compania Panamena (Copa)-Orlando, FL-Panama City, Panama Total Total"
1000,182453,115218453,"US Airways Inc.-Charlotte, NC-Fort Lauderdale, FL Total Total"
